company_name,date,number_of_evidence,evidence_no,final_snippet_score
INTU,2022-09-02,15,7,6
INTU,2022-09-02,15,8,6
INTU,2022-09-02,15,9,5
INTU,2022-09-02,15,10,4
INTU,2022-09-02,15,11,3
INTU,2022-09-02,15,12,2
INTU,2022-09-02,15,13,1
INTU,2022-09-02,15,14,3
INTU,2022-09-02,15,15,5
INTU,2023-09-01,7,1,6
INTU,2023-09-01,7,2,6
INTU,2023-09-01,7,3,6
INTU,2023-09-01,7,4,5
INTU,2023-09-01,7,5,5
INTU,2023-09-01,7,6,3
INTU,2023-09-01,7,7,0
INTU,2024-09-04,5,1,5
INTU,2024-09-04,5,2,4
INTU,2024-09-04,5,3,3
INTU,2024-09-04,5,4,3
INTU,2024-09-04,5,5,3
INVH,2021-02-19,8,1,5
INVH,2021-02-19,8,2,8
INVH,2021-02-19,8,3,7
INVH,2021-02-19,8,4,8
INVH,2021-02-19,8,5,6
INVH,2021-02-19,8,6,5
INVH,2021-02-19,8,7,9
INVH,2021-02-19,8,8,4
INVH,2022-02-22,18,1,4
INVH,2022-02-22,18,2,6
INVH,2022-02-22,18,3,5
INVH,2022-02-22,18,4,6
INVH,2022-02-22,18,5,6
INVH,2022-02-22,18,6,5
INVH,2022-02-22,18,7,7
INVH,2022-02-22,18,8,5
INVH,2022-02-22,18,9,3
INVH,2022-02-22,18,10,5
INVH,2022-02-22,18,11,4
INVH,2022-02-22,18,12,3
INVH,2022-02-22,18,13,4
INVH,2022-02-22,18,14,5
INVH,2022-02-22,18,15,6
INVH,2022-02-22,18,16,2
INVH,2022-02-22,18,17,6
INVH,2022-02-22,18,18,0
INVH,2023-02-22,7,1,7
INVH,2023-02-22,7,2,7
INVH,2023-02-22,7,3,6
INVH,2023-02-22,7,4,5
INVH,2023-02-22,7,5,4
INVH,2023-02-22,7,6,3
INVH,2023-02-22,7,7,2
INVH,2024-02-21,7,1,7
INVH,2024-02-21,7,2,7
INVH,2024-02-21,7,3,7
INVH,2024-02-21,7,4,6
INVH,2024-02-21,7,5,6
INVH,2024-02-21,7,6,7
INVH,2024-02-21,7,7,4
IPG,2021-02-22,10,1,7
IPG,2021-02-22,10,2,5
IPG,2021-02-22,10,3,5
IPG,2021-02-22,10,4,4
IPG,2021-02-22,10,5,4
IPG,2021-02-22,10,6,4
IPG,2021-02-22,10,7,6
IPG,2021-02-22,10,8,5
IPG,2021-02-22,10,9,5
IPG,2021-02-22,10,10,4
IPG,2022-02-22,12,1,5
IPG,2022-02-22,12,2,5
IPG,2022-02-22,12,3,8
IPG,2022-02-22,12,4,4
IPG,2022-02-22,12,5,4
IPG,2022-02-22,12,6,5
IPG,2022-02-22,12,7,4
IPG,2022-02-22,12,8,3
IPG,2022-02-22,12,9,4
IPG,2022-02-22,12,10,3
IPG,2022-02-22,12,11,3
IPG,2022-02-22,12,12,3
IPG,2023-02-21,11,1,7
IPG,2023-02-21,11,2,7
IPG,2023-02-21,11,3,5
IPG,2023-02-21,11,4,5
IPG,2023-02-21,11,5,7
IPG,2023-02-21,11,6,7
IPG,2023-02-21,11,7,4
IPG,2023-02-21,11,8,5
IPG,2023-02-21,11,9,4
IPG,2023-02-21,11,10,3
IPG,2023-02-21,11,11,5
IPG,2024-02-20,9,1,4
IPG,2024-02-20,9,2,4
IPG,2024-02-20,9,3,5
IPG,2024-02-20,9,4,4
IPG,2024-02-20,9,5,5
IPG,2024-02-20,9,6,5
IPG,2024-02-20,9,7,2
IPG,2024-02-20,9,8,4
IPG,2024-02-20,9,9,3
IQV,2021-02-12,9,1,5
IQV,2021-02-12,9,2,5
IQV,2021-02-12,9,3,5
IQV,2021-02-12,9,4,7
IQV,2021-02-12,9,5,3
IQV,2021-02-12,9,6,2
IQV,2021-02-12,9,7,2
IQV,2021-02-12,9,8,8
IQV,2021-02-12,9,9,3
IQV,2024-02-15,3,1,6
IQV,2024-02-15,3,2,1
IQV,2024-02-15,3,3,0
IRM,2021-02-24,15,1,6
IRM,2021-02-24,15,2,8
IRM,2021-02-24,15,3,5
IRM,2021-02-24,15,4,7
IRM,2021-02-24,15,5,7
IRM,2021-02-24,15,6,8
IRM,2021-02-24,15,7,4
IRM,2021-02-24,15,8,5
IRM,2021-02-24,15,9,7
IRM,2021-02-24,15,10,6
IRM,2021-02-24,15,11,4
IRM,2021-02-24,15,12,1
IRM,2021-02-24,15,13,8
IRM,2021-02-24,15,14,4
IRM,2021-02-24,15,15,7
IRM,2022-02-24,7,1,4
IRM,2022-02-24,7,2,7
IRM,2022-02-24,7,3,3
IRM,2022-02-24,7,4,6
IRM,2022-02-24,7,5,3
IRM,2022-02-24,7,6,3
IRM,2022-02-24,7,7,0
IRM,2023-02-23,2,1,7
IRM,2023-02-23,2,2,3
IRM,2024-02-22,1,1,4
IR,2021-02-26,15,1,8
IR,2021-02-26,15,2,1
IR,2021-02-26,15,3,2
IR,2021-02-26,15,4,6
IR,2021-02-26,15,5,4
IR,2021-02-26,15,6,4
IR,2021-02-26,15,7,2
IR,2021-02-26,15,8,6
IR,2021-02-26,15,9,2
IR,2021-02-26,15,10,2
IR,2021-02-26,15,11,3
IR,2021-02-26,15,12,3
IR,2021-02-26,15,13,2
IR,2021-02-26,15,14,5
IR,2021-02-26,15,15,0
IR,2022-02-25,20,1,4
IR,2022-02-25,20,2,3
IR,2022-02-25,20,3,5
IR,2022-02-25,20,4,4
IR,2022-02-25,20,5,6
IR,2022-02-25,20,6,4
IR,2022-02-25,20,7,6
IR,2022-02-25,20,8,5
IR,2022-02-25,20,9,4
IR,2022-02-25,20,10,3
IR,2022-02-25,20,11,2
IR,2022-02-25,20,12,2
IR,2022-02-25,20,13,7
IR,2022-02-25,20,14,3
IR,2022-02-25,20,15,1
IR,2022-02-25,20,16,2
IR,2022-02-25,20,17,2
IR,2022-02-25,20,18,5
IR,2022-02-25,20,19,7
IR,2022-02-25,20,20,4
IR,2023-02-21,17,1,4
IR,2023-02-21,17,2,5
IR,2023-02-21,17,3,4
IR,2023-02-21,17,4,5
IR,2023-02-21,17,5,5
IR,2023-02-21,17,6,7
IR,2023-02-21,17,7,4
IR,2023-02-21,17,8,7
IR,2023-02-21,17,9,5
IR,2023-02-21,17,10,4
IR,2023-02-21,17,11,4
IR,2023-02-21,17,12,6
IR,2023-02-21,17,13,8
IR,2023-02-21,17,14,5
IR,2023-02-21,17,15,8
IR,2023-02-21,17,16,6
IR,2023-02-21,17,17,7
IR,2024-02-23,4,1,1
IR,2024-02-23,4,2,4
IR,2024-02-23,4,3,5
IR,2024-02-23,4,4,6
ISRG,2021-02-10,10,1,4
ISRG,2021-02-10,10,2,5
ISRG,2021-02-10,10,3,4
ISRG,2021-02-10,10,4,6
ISRG,2021-02-10,10,5,5
ISRG,2021-02-10,10,6,5
ISRG,2021-02-10,10,7,6
ISRG,2021-02-10,10,8,6
ISRG,2021-02-10,10,9,9
ISRG,2021-02-10,10,10,7
ITW,2021-02-12,13,1,7
ITW,2021-02-12,13,2,3
ITW,2021-02-12,13,3,10
ITW,2021-02-12,13,4,9
ITW,2021-02-12,13,5,6
ITW,2021-02-12,13,6,7
ITW,2021-02-12,13,7,1
ITW,2021-02-12,13,8,8
ITW,2021-02-12,13,9,6
ITW,2021-02-12,13,10,5
ITW,2021-02-12,13,11,8
ITW,2021-02-12,13,12,1
ITW,2021-02-12,13,13,5
ITW,2022-02-11,13,1,8
ITW,2022-02-11,13,2,7
ITW,2022-02-11,13,3,6
ITW,2022-02-11,13,4,7
ITW,2022-02-11,13,5,4
ITW,2022-02-11,13,6,6
ITW,2022-02-11,13,7,4
ITW,2022-02-11,13,8,5
ITW,2022-02-11,13,9,5
ITW,2022-02-11,13,10,1
ITW,2022-02-11,13,11,3
ITW,2022-02-11,13,12,3
ITW,2022-02-11,13,13,2
ITW,2023-02-10,12,1,7
ITW,2023-02-10,12,2,1
ITW,2023-02-10,12,3,8
ITW,2023-02-10,12,4,5
ITW,2023-02-10,12,5,2
ITW,2023-02-10,12,6,3
ITW,2023-02-10,12,7,1
ITW,2023-02-10,12,8,7
ITW,2023-02-10,12,9,3
ITW,2023-02-10,12,10,3
ITW,2023-02-10,12,11,3
ITW,2023-02-10,12,12,2
ITW,2024-02-09,6,1,4
ITW,2024-02-09,6,2,2
ITW,2024-02-09,6,3,5
ITW,2024-02-09,6,4,8
ITW,2024-02-09,6,5,4
ITW,2024-02-09,6,6,3
IT,2021-02-24,13,1,7
IT,2021-02-24,13,2,6
IT,2021-02-24,13,3,6
IT,2021-02-24,13,4,5
IT,2021-02-24,13,5,4
IT,2021-02-24,13,6,5
IT,2021-02-24,13,7,4
IT,2021-02-24,13,8,4
IT,2021-02-24,13,9,4
IT,2021-02-24,13,10,3
IT,2021-02-24,13,11,7
IT,2021-02-24,13,12,3
IT,2021-02-24,13,13,3
IT,2022-02-23,15,1,8
IT,2022-02-23,15,2,6
IT,2022-02-23,15,3,6
IT,2022-02-23,15,4,5
IT,2022-02-23,15,5,3
IT,2022-02-23,15,6,5
IT,2022-02-23,15,7,2
IT,2022-02-23,15,8,5
IT,2022-02-23,15,9,6
IT,2022-02-23,15,10,2
IT,2022-02-23,15,11,3
IT,2022-02-23,15,12,3
IT,2022-02-23,15,13,4
IT,2022-02-23,15,14,2
IT,2022-02-23,15,15,2
IT,2023-02-16,18,1,8
IT,2023-02-16,18,2,1
IT,2023-02-16,18,3,6
IT,2023-02-16,18,4,7
IT,2023-02-16,18,5,2
IT,2023-02-16,18,6,8
IT,2023-02-16,18,7,4
IT,2023-02-16,18,8,7
IT,2023-02-16,18,9,7
IT,2023-02-16,18,10,8
IT,2023-02-16,18,11,1
IT,2023-02-16,18,12,1
IT,2023-02-16,18,13,6
IT,2023-02-16,18,14,9
IT,2023-02-16,18,15,6
IT,2023-02-16,18,16,5
IT,2023-02-16,18,17,4
IT,2023-02-16,18,18,2
IT,2024-02-15,8,1,5
IT,2024-02-15,8,2,4
IT,2024-02-15,8,3,2
IT,2024-02-15,8,4,6
IT,2024-02-15,8,5,6
IT,2024-02-15,8,6,4
IT,2024-02-15,8,7,3
IT,2024-02-15,8,8,3
IVZ,2021-02-19,16,1,8
IVZ,2021-02-19,16,2,8
IVZ,2021-02-19,16,3,6
IVZ,2021-02-19,16,4,5
IVZ,2021-02-19,16,5,6
IVZ,2021-02-19,16,6,5
IVZ,2021-02-19,16,7,2
IVZ,2021-02-19,16,8,2
IVZ,2021-02-19,16,9,3
IVZ,2021-02-19,16,10,6
IVZ,2021-02-19,16,11,1
IVZ,2021-02-19,16,12,6
IVZ,2021-02-19,16,13,7
IVZ,2021-02-19,16,14,5
IVZ,2021-02-19,16,15,6
IVZ,2021-02-19,16,16,4
IVZ,2022-02-18,16,1,7
IVZ,2022-02-18,16,2,9
IVZ,2022-02-18,16,3,6
IVZ,2022-02-18,16,4,6
IVZ,2022-02-18,16,5,6
IVZ,2022-02-18,16,6,4
IVZ,2022-02-18,16,7,3
IVZ,2022-02-18,16,8,2
IVZ,2022-02-18,16,9,2
IVZ,2022-02-18,16,10,6
IVZ,2022-02-18,16,11,1
IVZ,2022-02-18,16,12,5
IVZ,2022-02-18,16,13,5
IVZ,2022-02-18,16,14,7
IVZ,2022-02-18,16,15,5
IVZ,2022-02-18,16,16,2
IVZ,2023-02-23,11,1,6
IVZ,2023-02-23,11,2,7
IVZ,2023-02-23,11,3,4
IVZ,2023-02-23,11,4,3
IVZ,2023-02-23,11,5,3
IVZ,2023-02-23,11,6,2
IVZ,2023-02-23,11,7,2
IVZ,2023-02-23,11,8,-2
IVZ,2023-02-23,11,9,3
IVZ,2023-02-23,11,10,4
IVZ,2023-02-23,11,11,2
IVZ,2024-02-21,4,1,4
IVZ,2024-02-21,4,2,3
IVZ,2024-02-21,4,3,3
IVZ,2024-02-21,4,4,1
JBHT,2021-02-23,14,1,4
JBHT,2021-02-23,14,2,6
JBHT,2021-02-23,14,3,1
JBHT,2021-02-23,14,4,6
JBHT,2021-02-23,14,5,2
JBHT,2021-02-23,14,6,7
JBHT,2021-02-23,14,7,1
JBHT,2021-02-23,14,8,4
JBHT,2021-02-23,14,9,1
JBHT,2021-02-23,14,10,7
JBHT,2021-02-23,14,11,1
JBHT,2021-02-23,14,12,0
JBHT,2021-02-23,14,13,2
JBHT,2021-02-23,14,14,1
JBHT,2022-02-25,11,1,5
JBHT,2022-02-25,11,2,6
JBHT,2022-02-25,11,3,7
JBHT,2022-02-25,11,4,6
JBHT,2022-02-25,11,5,9
JBHT,2022-02-25,11,6,7
JBHT,2022-02-25,11,7,4
JBHT,2022-02-25,11,8,4
JBHT,2022-02-25,11,9,6
JBHT,2022-02-25,11,10,2
JBHT,2022-02-25,11,11,4
JBHT,2023-02-24,8,1,5
JBHT,2023-02-24,8,2,8
JBHT,2023-02-24,8,3,3
JBHT,2023-02-24,8,4,6
JBHT,2023-02-24,8,5,2
JBHT,2023-02-24,8,6,7
JBHT,2023-02-24,8,7,4
JBHT,2023-02-24,8,8,5
JBHT,2024-02-23,6,1,4
JBHT,2024-02-23,6,2,3
JBHT,2024-02-23,6,3,4
JBHT,2024-02-23,6,4,3
JBHT,2024-02-23,6,5,5
JBHT,2024-02-23,6,6,3
JBL,2021-10-22,8,1,8
JBL,2021-10-22,8,2,7
JBL,2021-10-22,8,3,7
JBL,2021-10-22,8,4,8
JBL,2021-10-22,8,5,10
JBL,2021-10-22,8,6,5
JBL,2021-10-22,8,7,6
JBL,2021-10-22,8,8,1
JBL,2022-10-25,15,1,7
JBL,2022-10-25,15,2,5
JBL,2022-10-25,15,3,1
JBL,2022-10-25,15,4,6
JBL,2022-10-25,15,5,5
JBL,2022-10-25,15,6,3
JBL,2022-10-25,15,7,3
JBL,2022-10-25,15,8,5
JBL,2022-10-25,15,9,3
JBL,2022-10-25,15,10,3
JBL,2022-10-25,15,11,4
JBL,2022-10-25,15,12,5
JBL,2022-10-25,15,13,3
JBL,2022-10-25,15,14,5
JBL,2022-10-25,15,15,5
JBL,2023-10-20,9,1,9
JBL,2023-10-20,9,2,6
JBL,2023-10-20,9,3,6
JBL,2023-10-20,9,4,3
JBL,2023-10-20,9,5,4
JBL,2023-10-20,9,6,3
JBL,2023-10-20,9,7,4
JBL,2023-10-20,9,8,7
JBL,2023-10-20,9,9,1
JBL,2024-10-28,5,1,5
JBL,2024-10-28,5,2,4
JBL,2024-10-28,5,3,4
JBL,2024-10-28,5,4,1
JBL,2024-10-28,5,5,5
JCI,2021-11-15,10,1,7
JCI,2021-11-15,10,2,3
JCI,2021-11-15,10,3,4
JCI,2021-11-15,10,4,6
JCI,2021-11-15,10,5,5
JCI,2021-11-15,10,6,4
JCI,2021-11-15,10,7,4
JCI,2021-11-15,10,8,5
JCI,2021-11-15,10,9,3
JCI,2021-11-15,10,10,4
JCI,2022-11-15,10,1,3
JCI,2022-11-15,10,2,5
JCI,2022-11-15,10,3,6
JCI,2022-11-15,10,4,4
JCI,2022-11-15,10,5,3
JCI,2022-11-15,10,6,0
JCI,2022-11-15,10,7,3
JCI,2022-11-15,10,8,3
JCI,2022-11-15,10,9,2
JCI,2022-11-15,10,10,3
JCI,2023-12-14,3,1,5
JCI,2023-12-14,3,2,4
JCI,2023-12-14,3,3,4
JCI,2024-11-19,3,1,6
JCI,2024-11-19,3,2,3
JCI,2024-11-19,3,3,4
JKHY,2021-08-25,8,1,3
JKHY,2021-08-25,8,2,6
JKHY,2021-08-25,8,3,5
JKHY,2021-08-25,8,4,3
JKHY,2021-08-25,8,5,2
JKHY,2021-08-25,8,6,2
JKHY,2021-08-25,8,7,1
JKHY,2021-08-25,8,8,5
JKHY,2022-08-25,12,1,3
JKHY,2022-08-25,12,2,6
JKHY,2022-08-25,12,3,6
JKHY,2022-08-25,12,4,5
JKHY,2022-08-25,12,5,2
JKHY,2022-08-25,12,6,2
JKHY,2022-08-25,12,7,2
JKHY,2022-08-25,12,8,-1
JKHY,2022-08-25,12,9,-2
JKHY,2022-08-25,12,10,-4
JKHY,2022-08-25,12,11,7
JKHY,2022-08-25,12,12,5
JKHY,2023-08-24,5,1,3
JKHY,2023-08-24,5,2,5
JKHY,2023-08-24,5,3,6
JKHY,2023-08-24,5,4,3
JKHY,2023-08-24,5,5,1
JKHY,2024-08-26,5,1,3
JKHY,2024-08-26,5,2,4
JKHY,2024-08-26,5,3,4
JKHY,2024-08-26,5,4,3
JKHY,2024-08-26,5,5,1
JNJ,2021-02-22,9,1,6
JNJ,2021-02-22,9,2,6
JNJ,2021-02-22,9,3,2
JNJ,2021-02-22,9,4,1
JNJ,2021-02-22,9,5,2
JNJ,2021-02-22,9,6,4
JNJ,2021-02-22,9,7,1
JNJ,2021-02-22,9,8,5
JNJ,2021-02-22,9,9,1
JNJ,2022-02-17,12,1,5
JNJ,2022-02-17,12,2,2
JNJ,2022-02-17,12,3,5
JNJ,2022-02-17,12,4,2
JNJ,2022-02-17,12,5,4
JNJ,2022-02-17,12,6,1
JNJ,2022-02-17,12,7,2
JNJ,2022-02-17,12,8,7
JNJ,2022-02-17,12,9,2
JNJ,2022-02-17,12,10,5
JNJ,2022-02-17,12,11,1
JNJ,2022-02-17,12,12,1
JNJ,2023-02-16,10,1,5
JNJ,2023-02-16,10,2,4
JNJ,2023-02-16,10,3,8
JNJ,2023-02-16,10,4,3
JNJ,2023-02-16,10,5,1
JNJ,2023-02-16,10,6,3
JNJ,2023-02-16,10,7,3
JNJ,2023-02-16,10,8,5
JNJ,2023-02-16,10,9,2
JNJ,2023-02-16,10,10,4
JNJ,2024-02-16,7,1,2
JNJ,2024-02-16,7,2,1
JNJ,2024-02-16,7,3,5
JNJ,2024-02-16,7,4,1
JNJ,2024-02-16,7,5,1
JNJ,2024-02-16,7,6,2
JNJ,2024-02-16,7,7,1
JNPR,2022-02-11,10,1,5
JNPR,2022-02-11,10,2,6
JNPR,2022-02-11,10,3,2
JNPR,2022-02-11,10,4,5
JNPR,2022-02-11,10,5,4
JNPR,2022-02-11,10,6,5
JNPR,2022-02-11,10,7,3
JNPR,2022-02-11,10,8,2
JNPR,2022-02-11,10,9,4
JNPR,2022-02-11,10,10,-3
JNPR,2023-02-10,10,1,5
JNPR,2023-02-10,10,2,5
JNPR,2023-02-10,10,3,8
JNPR,2023-02-10,10,4,4
JNPR,2023-02-10,10,5,3
JNPR,2023-02-10,10,6,2
JNPR,2023-02-10,10,7,4
JNPR,2023-02-10,10,8,4
JNPR,2023-02-10,10,9,5
JNPR,2023-02-10,10,10,7
JNPR,2024-02-07,6,1,3
JNPR,2024-02-07,6,2,4
JNPR,2024-02-07,6,3,6
JNPR,2024-02-07,6,4,4
JNPR,2024-02-07,6,5,3
JNPR,2024-02-07,6,6,2
JPM,2021-02-23,9,1,8
JPM,2021-02-23,9,2,8
JPM,2021-02-23,9,3,8
JPM,2021-02-23,9,4,4
JPM,2021-02-23,9,5,5
JPM,2021-02-23,9,6,2
JPM,2021-02-23,9,7,3
JPM,2021-02-23,9,8,3
JPM,2021-02-23,9,9,3
JPM,2022-02-22,6,1,5
JPM,2022-02-22,6,2,9
JPM,2022-02-22,6,3,9
JPM,2022-02-22,6,4,8
JPM,2022-02-22,6,5,5
JPM,2022-02-22,6,6,4
JPM,2023-02-21,5,1,3
JPM,2023-02-21,5,2,4
JPM,2023-02-21,5,3,5
JPM,2023-02-21,5,4,2
JPM,2023-02-21,5,5,9
JPM,2024-02-16,5,1,4
JPM,2024-02-16,5,2,4
JPM,2024-02-16,5,3,5
JPM,2024-02-16,5,4,4
JPM,2024-02-16,5,5,5
J,2021-11-23,15,1,9
J,2021-11-23,15,2,5
J,2021-11-23,15,3,5
J,2021-11-23,15,4,6
J,2021-11-23,15,5,6
J,2021-11-23,15,6,4
J,2021-11-23,15,7,1
J,2021-11-23,15,8,2
J,2021-11-23,15,9,2
J,2021-11-23,15,10,6
J,2021-11-23,15,11,5
J,2021-11-23,15,12,5
J,2021-11-23,15,13,3
J,2021-11-23,15,14,3
J,2021-11-23,15,15,4
J,2022-11-21,10,1,6
J,2022-11-21,10,2,4
J,2022-11-21,10,3,4
J,2022-11-21,10,4,4
J,2022-11-21,10,5,5
J,2022-11-21,10,6,5
J,2022-11-21,10,7,2
J,2022-11-21,10,8,5
J,2022-11-21,10,9,4
J,2022-11-21,10,10,6
J,2023-11-21,3,1,6
J,2023-11-21,3,2,4
J,2023-11-21,3,3,6
J,2024-11-25,5,1,5
J,2024-11-25,5,2,5
J,2024-11-25,5,3,5
J,2024-11-25,5,4,4
J,2024-11-25,5,5,4
KDP,2021-02-25,11,1,5
KDP,2021-02-25,11,2,5
KDP,2021-02-25,11,3,5
KDP,2021-02-25,11,4,3
KDP,2021-02-25,11,5,3
KDP,2021-02-25,11,6,-1
KDP,2021-02-25,11,7,0
KDP,2021-02-25,11,8,5
KDP,2021-02-25,11,9,2
KDP,2021-02-25,11,10,2
KDP,2021-02-25,11,11,3
KDP,2022-02-24,17,1,7
KDP,2022-02-24,17,2,8
KDP,2022-02-24,17,3,8
KDP,2022-02-24,17,4,7
KDP,2022-02-24,17,5,5
KDP,2022-02-24,17,6,7
KDP,2022-02-24,17,7,6
KDP,2022-02-24,17,8,1
KDP,2022-02-24,17,9,4
KDP,2022-02-24,17,10,2
KDP,2022-02-24,17,11,8
KDP,2022-02-24,17,12,7
KDP,2022-02-24,17,13,7
KDP,2022-02-24,17,14,8
KDP,2022-02-24,17,15,4
KDP,2022-02-24,17,16,7
KDP,2022-02-24,17,17,5
KDP,2023-02-23,5,1,9
KDP,2023-02-23,5,2,9
KDP,2023-02-23,5,3,2
KDP,2023-02-23,5,4,9
KDP,2023-02-23,5,5,7
KDP,2024-02-22,4,1,3
KDP,2024-02-22,4,2,4
KDP,2024-02-22,4,3,2
KDP,2024-02-22,4,4,2
KEYS,2021-12-17,19,1,7
KEYS,2021-12-17,19,2,3
KEYS,2021-12-17,19,3,1
KEYS,2021-12-17,19,4,3
KEYS,2021-12-17,19,5,2
KEYS,2021-12-17,19,6,4
KEYS,2021-12-17,19,7,4
KEYS,2021-12-17,19,8,3
KEYS,2021-12-17,19,9,4
KEYS,2021-12-17,19,10,4
KEYS,2021-12-17,19,11,2
KEYS,2021-12-17,19,12,2
KEYS,2021-12-17,19,13,1
KEYS,2021-12-17,19,14,2
KEYS,2021-12-17,19,15,5
KEYS,2021-12-17,19,16,4
KEYS,2021-12-17,19,17,2
KEYS,2021-12-17,19,18,1
KEYS,2021-12-17,19,19,1
KEYS,2022-12-15,9,1,2
KEYS,2022-12-15,9,2,6
KEYS,2022-12-15,9,3,4
KEYS,2022-12-15,9,4,7
KEYS,2022-12-15,9,5,3
KEYS,2022-12-15,9,6,2
KEYS,2022-12-15,9,7,1
KEYS,2022-12-15,9,8,4
KEYS,2022-12-15,9,9,0
KEYS,2023-12-15,4,1,6
KEYS,2023-12-15,4,2,5
KEYS,2023-12-15,4,3,2
KEYS,2023-12-15,4,4,2
KEY,2024-02-22,2,1,1
KEY,2024-02-22,2,2,2
KHC,2021-02-17,25,1,4
KHC,2021-02-17,25,2,7
KHC,2021-02-17,25,3,4
KHC,2021-02-17,25,4,5
KHC,2021-02-17,25,5,4
KHC,2021-02-17,25,6,6
KHC,2021-02-17,25,7,6
KHC,2021-02-17,25,8,3
KHC,2021-02-17,25,9,3
KHC,2021-02-17,25,10,5
KHC,2021-02-17,25,11,3
KHC,2021-02-17,25,12,4
KHC,2021-02-17,25,13,5
KHC,2021-02-17,25,14,3
KHC,2021-02-17,25,15,3
KHC,2021-02-17,25,16,2
KHC,2021-02-17,25,17,1
KHC,2021-02-17,25,18,2
KHC,2021-02-17,25,19,1
KHC,2021-02-17,25,20,4
KHC,2021-02-17,25,21,3
KHC,2021-02-17,25,22,1
KHC,2021-02-17,25,23,0
KHC,2021-02-17,25,24,2
KHC,2021-02-17,25,25,4
KHC,2022-02-17,21,1,7
KHC,2022-02-17,21,2,7
KHC,2022-02-17,21,3,7
KHC,2022-02-17,21,4,6
KHC,2022-02-17,21,5,7
KHC,2022-02-17,21,6,5
KHC,2022-02-17,21,7,4
KHC,2022-02-17,21,8,5
KHC,2022-02-17,21,9,6
KHC,2022-02-17,21,10,3
KHC,2022-02-17,21,11,5
KHC,2022-02-17,21,12,6
KHC,2022-02-17,21,13,3
KHC,2022-02-17,21,14,3
KHC,2022-02-17,21,15,4
KHC,2022-02-17,21,16,4
KHC,2022-02-17,21,17,5
KHC,2022-02-17,21,18,3
KHC,2022-02-17,21,19,5
KHC,2022-02-17,21,20,6
KHC,2022-02-17,21,21,7
KHC,2023-02-16,5,1,6
KHC,2023-02-16,5,2,3
KHC,2023-02-16,5,3,4
KHC,2023-02-16,5,4,5
KHC,2023-02-16,5,5,7
KHC,2024-02-15,4,1,4
KHC,2024-02-15,4,2,2
KHC,2024-02-15,4,3,4
KHC,2024-02-15,4,4,0
KIM,2021-02-23,29,1,3
KIM,2021-02-23,29,2,4
KIM,2021-02-23,29,3,5
KIM,2021-02-23,29,4,3
KIM,2021-02-23,29,5,4
KIM,2021-02-23,29,6,5
KIM,2021-02-23,29,7,8
KIM,2021-02-23,29,8,1
KIM,2021-02-23,29,9,4
KIM,2021-02-23,29,10,4
KIM,2021-02-23,29,11,6
KIM,2021-02-23,29,12,7
KIM,2021-02-23,29,13,8
KIM,2021-02-23,29,14,5
KIM,2021-02-23,29,15,4
KIM,2021-02-23,29,16,5
KIM,2021-02-23,29,17,4
KIM,2021-02-23,29,18,4
KIM,2021-02-23,29,19,4
KIM,2021-02-23,29,20,4
KIM,2021-02-23,29,21,4
KIM,2021-02-23,29,22,5
KIM,2021-02-23,29,23,5
KIM,2021-02-23,29,24,6
KIM,2021-02-23,29,25,4
KIM,2021-02-23,29,26,4
KIM,2021-02-23,29,27,4
KIM,2021-02-23,29,28,4
KIM,2021-02-23,29,29,5
KIM,2024-02-26,6,1,4
KIM,2024-02-26,6,2,3
KIM,2024-02-26,6,3,3
KIM,2024-02-26,6,4,4
KIM,2024-02-26,6,5,3
KIM,2024-02-26,6,6,2
KKR,2021-02-19,5,1,6
KKR,2021-02-19,5,2,8
KKR,2021-02-19,5,3,8
KKR,2021-02-19,5,4,4
KKR,2021-02-19,5,5,5
KKR,2022-02-28,7,1,9
KKR,2022-02-28,7,2,8
KKR,2022-02-28,7,3,7
KKR,2022-02-28,7,4,4
KKR,2022-02-28,7,5,4
KKR,2022-02-28,7,6,2
KKR,2022-02-28,7,7,0
KKR,2023-02-27,6,1,7
KKR,2023-02-27,6,2,6
KKR,2023-02-27,6,3,5
KKR,2023-02-27,6,4,4
KKR,2023-02-27,6,5,7
KKR,2023-02-27,6,6,8
KKR,2024-02-29,4,1,6
KKR,2024-02-29,4,2,4
KKR,2024-02-29,4,3,3
KKR,2024-02-29,4,4,2
KLAC,2021-08-06,13,1,7
KLAC,2021-08-06,13,2,7
KLAC,2021-08-06,13,3,7
KLAC,2021-08-06,13,4,3
KLAC,2021-08-06,13,5,4
KLAC,2021-08-06,13,6,4
KLAC,2021-08-06,13,7,7
KLAC,2021-08-06,13,8,5
KLAC,2021-08-06,13,9,1
KLAC,2021-08-06,13,10,2
KLAC,2021-08-06,13,11,4
KLAC,2021-08-06,13,12,4
KLAC,2021-08-06,13,13,6
KLAC,2022-08-05,8,1,9
KLAC,2022-08-05,8,2,3
KLAC,2022-08-05,8,3,7
KLAC,2022-08-05,8,4,3
KLAC,2022-08-05,8,5,1
KLAC,2022-08-05,8,6,6
KLAC,2022-08-05,8,7,5
KLAC,2022-08-05,8,8,1
KLAC,2023-08-04,4,1,5
KLAC,2023-08-04,4,2,5
KLAC,2023-08-04,4,3,6
KLAC,2023-08-04,4,4,5
KLAC,2024-08-05,3,1,5
KLAC,2024-08-05,3,2,6
KLAC,2024-08-05,3,3,1
KMB,2021-02-11,19,1,4
